method,prompt_id,instruction_type,shift
SFT_Instruct,225,neutral,0.058326866
SFT_Instruct,225,conservative,0.374574
SFT_Instruct,225,liberal,0.09001958
SFT_Instruct,225,regulatory_aware,0.24339601
SFT_Instruct,225,empathetic,0.08728227
SFT_Instruct,225,safety_first,0.082332544
SFT_Instruct,225,educational,0.09622518
SFT_Instruct,225,concise,0.079638265
SFT_Instruct,225,professional,0.04669924
SFT_Instruct,225,creative,0.045331668
SFT_Instruct,226,neutral,0.11304329
SFT_Instruct,226,conservative,0.083218224
SFT_Instruct,226,liberal,0.19214055
SFT_Instruct,226,regulatory_aware,0.16965695
SFT_Instruct,226,empathetic,0.119328156
SFT_Instruct,226,safety_first,0.3772932
SFT_Instruct,226,educational,0.07525611
SFT_Instruct,226,concise,0.18216948
SFT_Instruct,226,professional,0.13907352
SFT_Instruct,226,creative,0.15140426
SFT_Instruct,227,neutral,0.0816911
SFT_Instruct,227,conservative,0.13128431
SFT_Instruct,227,liberal,0.07038467
SFT_Instruct,227,regulatory_aware,0.10099179
SFT_Instruct,227,empathetic,0.20553263
SFT_Instruct,227,safety_first,0.09129067
SFT_Instruct,227,educational,0.1521208
SFT_Instruct,227,concise,0.08705733
SFT_Instruct,227,professional,0.08998927
SFT_Instruct,227,creative,0.08303769
SFT_Instruct,228,neutral,0.17785032
SFT_Instruct,228,conservative,0.04989827
SFT_Instruct,228,liberal,0.07490209
SFT_Instruct,228,regulatory_aware,0.122296855
SFT_Instruct,228,empathetic,0.07159882
SFT_Instruct,228,safety_first,0.062362924
SFT_Instruct,228,educational,0.1427954
SFT_Instruct,228,concise,0.09029698
SFT_Instruct,228,professional,0.077917375
SFT_Instruct,228,creative,0.1065532
SFT_Instruct,229,neutral,0.12069476
SFT_Instruct,229,conservative,0.1342997
SFT_Instruct,229,liberal,0.13786922
SFT_Instruct,229,regulatory_aware,0.175896
SFT_Instruct,229,empathetic,0.14434838
SFT_Instruct,229,safety_first,0.28721148
SFT_Instruct,229,educational,0.31018186
SFT_Instruct,229,concise,0.09747719
SFT_Instruct,229,professional,0.07253231
SFT_Instruct,229,creative,0.12969166
SFT_Instruct,230,neutral,0.08187741
SFT_Instruct,230,conservative,0.18459812
SFT_Instruct,230,liberal,0.13501585
SFT_Instruct,230,regulatory_aware,0.06023669
SFT_Instruct,230,empathetic,0.16442798
SFT_Instruct,230,safety_first,0.1887639
SFT_Instruct,230,educational,0.1350926
SFT_Instruct,230,concise,0.09885914
SFT_Instruct,230,professional,0.2068093
SFT_Instruct,230,creative,0.080459505
SFT_Instruct,231,neutral,0.18265666
SFT_Instruct,231,conservative,0.12969907
SFT_Instruct,231,liberal,0.210786
SFT_Instruct,231,regulatory_aware,0.16501662
SFT_Instruct,231,empathetic,0.16511697
SFT_Instruct,231,safety_first,0.10376155
SFT_Instruct,231,educational,0.32187402
SFT_Instruct,231,concise,0.14171651
SFT_Instruct,231,professional,0.14697349
SFT_Instruct,231,creative,0.12140439
SFT_Instruct,232,neutral,0.47018042
SFT_Instruct,232,conservative,0.07815511
SFT_Instruct,232,liberal,0.123536594
SFT_Instruct,232,regulatory_aware,0.06314776
SFT_Instruct,232,empathetic,0.09177422
SFT_Instruct,232,safety_first,0.13253707
SFT_Instruct,232,educational,0.08404697
SFT_Instruct,232,concise,0.13392225
SFT_Instruct,232,professional,0.096930765
SFT_Instruct,232,creative,0.21257912
SFT_Instruct,233,neutral,0.0667933
SFT_Instruct,233,conservative,0.107166216
SFT_Instruct,233,liberal,0.23098327
SFT_Instruct,233,regulatory_aware,0.08756019
SFT_Instruct,233,empathetic,0.0974044
SFT_Instruct,233,safety_first,0.14145635
SFT_Instruct,233,educational,0.06071114
SFT_Instruct,233,concise,0.08549059
SFT_Instruct,233,professional,0.076880656
SFT_Instruct,233,creative,0.07126441
SFT_Instruct,234,neutral,0.07360412
SFT_Instruct,234,conservative,0.07288149
SFT_Instruct,234,liberal,0.06523149
SFT_Instruct,234,regulatory_aware,0.05984709
SFT_Instruct,234,empathetic,0.17699374
SFT_Instruct,234,safety_first,0.07863437
SFT_Instruct,234,educational,0.16521043
SFT_Instruct,234,concise,0.07777658
SFT_Instruct,234,professional,0.31158116
SFT_Instruct,234,creative,0.16545229
SFT_Instruct,235,neutral,0.18410486
SFT_Instruct,235,conservative,0.09610246
SFT_Instruct,235,liberal,0.2169813
SFT_Instruct,235,regulatory_aware,0.25985786
SFT_Instruct,235,empathetic,0.13853595
SFT_Instruct,235,safety_first,0.17858393
SFT_Instruct,235,educational,0.1140766
SFT_Instruct,235,concise,0.15192205
SFT_Instruct,235,professional,0.30212396
SFT_Instruct,235,creative,0.19025344
SFT_Instruct,236,neutral,0.13557963
SFT_Instruct,236,conservative,0.13650256
SFT_Instruct,236,liberal,0.19933859
SFT_Instruct,236,regulatory_aware,0.20668079
SFT_Instruct,236,empathetic,0.07752536
SFT_Instruct,236,safety_first,0.2849147
SFT_Instruct,236,educational,0.3312462
SFT_Instruct,236,concise,0.11057048
SFT_Instruct,236,professional,0.13259822
SFT_Instruct,236,creative,0.2794719
SFT_Instruct,237,neutral,0.114638686
SFT_Instruct,237,conservative,0.32521722
SFT_Instruct,237,liberal,0.19552068
SFT_Instruct,237,regulatory_aware,0.1474742
SFT_Instruct,237,empathetic,0.12065749
SFT_Instruct,237,safety_first,0.14980532
SFT_Instruct,237,educational,0.2270574
SFT_Instruct,237,concise,0.07348057
SFT_Instruct,237,professional,0.24281828
SFT_Instruct,237,creative,0.15579475
SFT_Instruct,238,neutral,0.08903999
SFT_Instruct,238,conservative,0.06435551
SFT_Instruct,238,liberal,0.065659046
SFT_Instruct,238,regulatory_aware,0.06931557
SFT_Instruct,238,empathetic,0.24423563
SFT_Instruct,238,safety_first,0.19047134
SFT_Instruct,238,educational,0.08769041
SFT_Instruct,238,concise,0.104627535
SFT_Instruct,238,professional,0.10317832
SFT_Instruct,238,creative,0.09242653
SFT_Instruct,239,neutral,0.14290324
SFT_Instruct,239,conservative,0.12881427
SFT_Instruct,239,liberal,0.2144718
SFT_Instruct,239,regulatory_aware,0.09625025
SFT_Instruct,239,empathetic,0.1005691
SFT_Instruct,239,safety_first,0.06920681
SFT_Instruct,239,educational,0.216648
SFT_Instruct,239,concise,0.05905882
SFT_Instruct,239,professional,0.052255362
SFT_Instruct,239,creative,0.12206522
SFT_Instruct,240,neutral,0.09035215
SFT_Instruct,240,conservative,0.09050628
SFT_Instruct,240,liberal,0.14387053
SFT_Instruct,240,regulatory_aware,0.1556636
SFT_Instruct,240,empathetic,0.19462797
SFT_Instruct,240,safety_first,0.14156966
SFT_Instruct,240,educational,0.10225132
SFT_Instruct,240,concise,0.20876205
SFT_Instruct,240,professional,0.11209004
SFT_Instruct,240,creative,0.35397452
SFT_Instruct,241,neutral,0.06648671
SFT_Instruct,241,conservative,0.13925272
SFT_Instruct,241,liberal,0.052663703
SFT_Instruct,241,regulatory_aware,0.08439951
SFT_Instruct,241,empathetic,0.045058157
SFT_Instruct,241,safety_first,0.062235117
SFT_Instruct,241,educational,0.04837985
SFT_Instruct,241,concise,0.12941413
SFT_Instruct,241,professional,0.10330571
SFT_Instruct,241,creative,0.09370388
SFT_Instruct,242,neutral,0.050409034
SFT_Instruct,242,conservative,0.04418801
SFT_Instruct,242,liberal,0.0357731
SFT_Instruct,242,regulatory_aware,0.10998008
SFT_Instruct,242,empathetic,0.12335551
SFT_Instruct,242,safety_first,0.046800964
SFT_Instruct,242,educational,0.03707641
SFT_Instruct,242,concise,0.045316458
SFT_Instruct,242,professional,0.056065112
SFT_Instruct,242,creative,0.06842284
SFT_Instruct,243,neutral,0.08840146
SFT_Instruct,243,conservative,0.11616482
SFT_Instruct,243,liberal,0.1696612
SFT_Instruct,243,regulatory_aware,0.1485666
SFT_Instruct,243,empathetic,0.38093823
SFT_Instruct,243,safety_first,0.07896292
SFT_Instruct,243,educational,0.27267653
SFT_Instruct,243,concise,0.090105735
SFT_Instruct,243,professional,0.22983046
SFT_Instruct,243,creative,0.069503814
SFT_Instruct,244,neutral,0.057553966
SFT_Instruct,244,conservative,0.05066781
SFT_Instruct,244,liberal,0.1316131
SFT_Instruct,244,regulatory_aware,0.05342448
SFT_Instruct,244,empathetic,0.046750188
SFT_Instruct,244,safety_first,0.12702632
SFT_Instruct,244,educational,0.055708464
SFT_Instruct,244,concise,0.07754463
SFT_Instruct,244,professional,0.07468608
SFT_Instruct,244,creative,0.057112217
SFT_Instruct,245,neutral,0.1156615
SFT_Instruct,245,conservative,0.32997924
SFT_Instruct,245,liberal,0.11555711
SFT_Instruct,245,regulatory_aware,0.29090223
SFT_Instruct,245,empathetic,0.17770611
SFT_Instruct,245,safety_first,0.11568405
SFT_Instruct,245,educational,0.10463683
SFT_Instruct,245,concise,0.24519713
SFT_Instruct,245,professional,0.1902297
SFT_Instruct,245,creative,0.08519665
SFT_Instruct,246,neutral,0.19382174
SFT_Instruct,246,conservative,0.16266358
SFT_Instruct,246,liberal,0.10120817
SFT_Instruct,246,regulatory_aware,0.47927648
SFT_Instruct,246,empathetic,0.20903134
SFT_Instruct,246,safety_first,0.20509143
SFT_Instruct,246,educational,0.24909028
SFT_Instruct,246,concise,0.17614487
SFT_Instruct,246,professional,0.13997668
SFT_Instruct,246,creative,0.11453647
SFT_Instruct,247,neutral,0.07814463
SFT_Instruct,247,conservative,0.08532506
SFT_Instruct,247,liberal,0.0972038
SFT_Instruct,247,regulatory_aware,0.0872728
SFT_Instruct,247,empathetic,0.14486359
SFT_Instruct,247,safety_first,0.14832646
SFT_Instruct,247,educational,0.09372402
SFT_Instruct,247,concise,0.05746722
SFT_Instruct,247,professional,0.32132968
SFT_Instruct,247,creative,0.122581415
SFT_Instruct,248,neutral,0.11143881
SFT_Instruct,248,conservative,0.036837693
SFT_Instruct,248,liberal,0.07361747
SFT_Instruct,248,regulatory_aware,0.05490803
SFT_Instruct,248,empathetic,0.3311434
SFT_Instruct,248,safety_first,0.05749807
SFT_Instruct,248,educational,0.1415388
SFT_Instruct,248,concise,0.032518603
SFT_Instruct,248,professional,0.04696489
SFT_Instruct,248,creative,0.05256799
SFT_Instruct,249,neutral,0.09981041
SFT_Instruct,249,conservative,0.15820393
SFT_Instruct,249,liberal,0.12995054
SFT_Instruct,249,regulatory_aware,0.11603971
SFT_Instruct,249,empathetic,0.12216465
SFT_Instruct,249,safety_first,0.07722588
SFT_Instruct,249,educational,0.075801775
SFT_Instruct,249,concise,0.091350146
SFT_Instruct,249,professional,0.18577114
SFT_Instruct,249,creative,0.1540855
SFT_Instruct,250,neutral,0.050600618
SFT_Instruct,250,conservative,0.07510868
SFT_Instruct,250,liberal,0.044008944
SFT_Instruct,250,regulatory_aware,0.07284729
SFT_Instruct,250,empathetic,0.09558306
SFT_Instruct,250,safety_first,0.05167508
SFT_Instruct,250,educational,0.0496316
SFT_Instruct,250,concise,0.037550732
SFT_Instruct,250,professional,0.047899727
SFT_Instruct,250,creative,0.041736208
SFT_Instruct,251,neutral,0.10941702
SFT_Instruct,251,conservative,0.08176443
SFT_Instruct,251,liberal,0.109751485
SFT_Instruct,251,regulatory_aware,0.09220467
SFT_Instruct,251,empathetic,0.100573845
SFT_Instruct,251,safety_first,0.1172147
SFT_Instruct,251,educational,0.21265848
SFT_Instruct,251,concise,0.08667499
SFT_Instruct,251,professional,0.08390183
SFT_Instruct,251,creative,0.3073758
SFT_Instruct,252,neutral,0.08610107
SFT_Instruct,252,conservative,0.064193055
SFT_Instruct,252,liberal,0.054355327
SFT_Instruct,252,regulatory_aware,0.04909116
SFT_Instruct,252,empathetic,0.034850016
SFT_Instruct,252,safety_first,0.075218245
SFT_Instruct,252,educational,0.08099574
SFT_Instruct,252,concise,0.030267408
SFT_Instruct,252,professional,0.040362347
SFT_Instruct,252,creative,0.056679424
SFT_Instruct,253,neutral,0.072050765
SFT_Instruct,253,conservative,0.045232233
SFT_Instruct,253,liberal,0.14729752
SFT_Instruct,253,regulatory_aware,0.29591948
SFT_Instruct,253,empathetic,0.056970373
SFT_Instruct,253,safety_first,0.09510002
SFT_Instruct,253,educational,0.06622538
SFT_Instruct,253,concise,0.039018057
SFT_Instruct,253,professional,0.15334944
SFT_Instruct,253,creative,0.0865348
SFT_Instruct,254,neutral,0.082984634
SFT_Instruct,254,conservative,0.1312608
SFT_Instruct,254,liberal,0.08851387
SFT_Instruct,254,regulatory_aware,0.059452996
SFT_Instruct,254,empathetic,0.056812286
SFT_Instruct,254,safety_first,0.074586324
SFT_Instruct,254,educational,0.08114567
SFT_Instruct,254,concise,0.05913345
SFT_Instruct,254,professional,0.068805814
SFT_Instruct,254,creative,0.061853323
SFT_Instruct,255,neutral,0.10072312
SFT_Instruct,255,conservative,0.08840121
SFT_Instruct,255,liberal,0.17559347
SFT_Instruct,255,regulatory_aware,0.09425066
SFT_Instruct,255,empathetic,0.0571103
SFT_Instruct,255,safety_first,0.07774811
SFT_Instruct,255,educational,0.1482001
SFT_Instruct,255,concise,0.17967153
SFT_Instruct,255,professional,0.07715361
SFT_Instruct,255,creative,0.105271585
SFT_Instruct,256,neutral,0.08054353
SFT_Instruct,256,conservative,0.08231353
SFT_Instruct,256,liberal,0.12318953
SFT_Instruct,256,regulatory_aware,0.088587634
SFT_Instruct,256,empathetic,0.124888845
SFT_Instruct,256,safety_first,0.061733726
SFT_Instruct,256,educational,0.074207425
SFT_Instruct,256,concise,0.105910495
SFT_Instruct,256,professional,0.08987299
SFT_Instruct,256,creative,0.2357774
SFT_Instruct,257,neutral,0.08657098
SFT_Instruct,257,conservative,0.16986443
SFT_Instruct,257,liberal,0.12816003
SFT_Instruct,257,regulatory_aware,0.15007772
SFT_Instruct,257,empathetic,0.12431975
SFT_Instruct,257,safety_first,0.11217322
SFT_Instruct,257,educational,0.14816363
SFT_Instruct,257,concise,0.13703005
SFT_Instruct,257,professional,0.11025147
SFT_Instruct,257,creative,0.105300546
SFT_Instruct,258,neutral,0.24635814
SFT_Instruct,258,conservative,0.23723836
SFT_Instruct,258,liberal,0.15024984
SFT_Instruct,258,regulatory_aware,0.18823546
SFT_Instruct,258,empathetic,0.27807146
SFT_Instruct,258,safety_first,0.12451771
SFT_Instruct,258,educational,0.19171815
SFT_Instruct,258,concise,0.1981832
SFT_Instruct,258,professional,0.296202
SFT_Instruct,258,creative,0.11512764
SFT_Instruct,259,neutral,0.111377805
SFT_Instruct,259,conservative,0.17070551
SFT_Instruct,259,liberal,0.045962866
SFT_Instruct,259,regulatory_aware,0.21788426
SFT_Instruct,259,empathetic,0.058449443
SFT_Instruct,259,safety_first,0.082154624
SFT_Instruct,259,educational,0.07721763
SFT_Instruct,259,concise,0.15945436
SFT_Instruct,259,professional,0.069053486
SFT_Instruct,259,creative,0.09087024
SFT_Instruct,260,neutral,0.101154536
SFT_Instruct,260,conservative,0.08276545
SFT_Instruct,260,liberal,0.079580985
SFT_Instruct,260,regulatory_aware,0.092265554
SFT_Instruct,260,empathetic,0.10817306
SFT_Instruct,260,safety_first,0.11380595
SFT_Instruct,260,educational,0.31674984
SFT_Instruct,260,concise,0.1309209
SFT_Instruct,260,professional,0.07798629
SFT_Instruct,260,creative,0.11057605
SFT_Instruct,261,neutral,0.091592014
SFT_Instruct,261,conservative,0.091633745
SFT_Instruct,261,liberal,0.118455596
SFT_Instruct,261,regulatory_aware,0.10608761
SFT_Instruct,261,empathetic,0.13904054
SFT_Instruct,261,safety_first,0.11871306
SFT_Instruct,261,educational,0.3149844
SFT_Instruct,261,concise,0.07799842
SFT_Instruct,261,professional,0.09580957
SFT_Instruct,261,creative,0.2972996
SFT_Instruct,262,neutral,0.07273663
SFT_Instruct,262,conservative,0.09788597
SFT_Instruct,262,liberal,0.08506845
SFT_Instruct,262,regulatory_aware,0.090788476
SFT_Instruct,262,empathetic,0.23440574
SFT_Instruct,262,safety_first,0.09692611
SFT_Instruct,262,educational,0.08528907
SFT_Instruct,262,concise,0.0788293
SFT_Instruct,262,professional,0.15889569
SFT_Instruct,262,creative,0.20435141
SFT_Instruct,263,neutral,0.13872325
SFT_Instruct,263,conservative,0.10252885
SFT_Instruct,263,liberal,0.1262705
SFT_Instruct,263,regulatory_aware,0.15161209
SFT_Instruct,263,empathetic,0.21412665
SFT_Instruct,263,safety_first,0.28145143
SFT_Instruct,263,educational,0.21673983
SFT_Instruct,263,concise,0.07483837
SFT_Instruct,263,professional,0.1644969
SFT_Instruct,263,creative,0.08045992
SFT_Instruct,264,neutral,0.1948866
SFT_Instruct,264,conservative,0.08423702
SFT_Instruct,264,liberal,0.04182015
SFT_Instruct,264,regulatory_aware,0.38192138
SFT_Instruct,264,empathetic,0.038554914
SFT_Instruct,264,safety_first,0.08560383
SFT_Instruct,264,educational,0.126792
SFT_Instruct,264,concise,0.032991845
SFT_Instruct,264,professional,0.042036634
SFT_Instruct,264,creative,0.07016589
SFT_Instruct,265,neutral,0.10672302
SFT_Instruct,265,conservative,0.15056178
SFT_Instruct,265,liberal,0.16191295
SFT_Instruct,265,regulatory_aware,0.06156711
SFT_Instruct,265,empathetic,0.0713825
SFT_Instruct,265,safety_first,0.0688633
SFT_Instruct,265,educational,0.14065535
SFT_Instruct,265,concise,0.10466734
SFT_Instruct,265,professional,0.11093278
SFT_Instruct,265,creative,0.16212173
SFT_Instruct,266,neutral,0.07506595
SFT_Instruct,266,conservative,0.2396262
SFT_Instruct,266,liberal,0.10257541
SFT_Instruct,266,regulatory_aware,0.21593061
SFT_Instruct,266,empathetic,0.11035587
SFT_Instruct,266,safety_first,0.12729521
SFT_Instruct,266,educational,0.14345694
SFT_Instruct,266,concise,0.14404468
SFT_Instruct,266,professional,0.07295221
SFT_Instruct,266,creative,0.20465516
SFT_Instruct,267,neutral,0.029234694
SFT_Instruct,267,conservative,0.103049405
SFT_Instruct,267,liberal,0.043980926
SFT_Instruct,267,regulatory_aware,0.032259665
SFT_Instruct,267,empathetic,0.03794002
SFT_Instruct,267,safety_first,0.13993101
SFT_Instruct,267,educational,0.048981667
SFT_Instruct,267,concise,0.05843185
SFT_Instruct,267,professional,0.030195089
SFT_Instruct,267,creative,0.04421858
SFT_Instruct,268,neutral,0.08559627
SFT_Instruct,268,conservative,0.06476046
SFT_Instruct,268,liberal,0.059064034
SFT_Instruct,268,regulatory_aware,0.04439988
SFT_Instruct,268,empathetic,0.10336071
SFT_Instruct,268,safety_first,0.10338227
SFT_Instruct,268,educational,0.097223066
SFT_Instruct,268,concise,0.040117726
SFT_Instruct,268,professional,0.058353737
SFT_Instruct,268,creative,0.06207579
SFT_Instruct,269,neutral,0.22411142
SFT_Instruct,269,conservative,0.110330895
SFT_Instruct,269,liberal,0.11281096
SFT_Instruct,269,regulatory_aware,0.14156464
SFT_Instruct,269,empathetic,0.086962394
SFT_Instruct,269,safety_first,0.089124754
SFT_Instruct,269,educational,0.122192085
SFT_Instruct,269,concise,0.08349474
SFT_Instruct,269,professional,0.09999358
SFT_Instruct,269,creative,0.078390695
SFT_Instruct,270,neutral,0.105792336
SFT_Instruct,270,conservative,0.20025742
SFT_Instruct,270,liberal,0.076825246
SFT_Instruct,270,regulatory_aware,0.14992599
SFT_Instruct,270,empathetic,0.061230462
SFT_Instruct,270,safety_first,0.3462223
SFT_Instruct,270,educational,0.0951791
SFT_Instruct,270,concise,0.0976623
SFT_Instruct,270,professional,0.14148717
SFT_Instruct,270,creative,0.0961565
SFT_Instruct,271,neutral,0.13516708
SFT_Instruct,271,conservative,0.18314357
SFT_Instruct,271,liberal,0.1299635
SFT_Instruct,271,regulatory_aware,0.09855127
SFT_Instruct,271,empathetic,0.10146585
SFT_Instruct,271,safety_first,0.16464856
SFT_Instruct,271,educational,0.084412746
SFT_Instruct,271,concise,0.095419474
SFT_Instruct,271,professional,0.102271505
SFT_Instruct,271,creative,0.2340362
SFT_Instruct,272,neutral,0.08803749
SFT_Instruct,272,conservative,0.09117589
SFT_Instruct,272,liberal,0.15690932
SFT_Instruct,272,regulatory_aware,0.061572157
SFT_Instruct,272,empathetic,0.1195092
SFT_Instruct,272,safety_first,0.04397177
SFT_Instruct,272,educational,0.07662651
SFT_Instruct,272,concise,0.06560521
SFT_Instruct,272,professional,0.10163004
SFT_Instruct,272,creative,0.10447473
SFT_Instruct,273,neutral,0.22075555
SFT_Instruct,273,conservative,0.32729802
SFT_Instruct,273,liberal,0.22540765
SFT_Instruct,273,regulatory_aware,0.12879203
SFT_Instruct,273,empathetic,0.34693018
SFT_Instruct,273,safety_first,0.23806353
SFT_Instruct,273,educational,0.23512194
SFT_Instruct,273,concise,0.15991922
SFT_Instruct,273,professional,0.25228593
SFT_Instruct,273,creative,0.106116876
SFT_Instruct,274,neutral,0.17138387
SFT_Instruct,274,conservative,0.07638395
SFT_Instruct,274,liberal,0.10050518
SFT_Instruct,274,regulatory_aware,0.17243564
SFT_Instruct,274,empathetic,0.28670377
SFT_Instruct,274,safety_first,0.104670055
SFT_Instruct,274,educational,0.08633258
SFT_Instruct,274,concise,0.08180525
SFT_Instruct,274,professional,0.07403306
SFT_Instruct,274,creative,0.26646993
SFT_Instruct,275,neutral,0.08697956
SFT_Instruct,275,conservative,0.105849795
SFT_Instruct,275,liberal,0.11355583
SFT_Instruct,275,regulatory_aware,0.23507787
SFT_Instruct,275,empathetic,0.0690975
SFT_Instruct,275,safety_first,0.15722482
SFT_Instruct,275,educational,0.08696986
SFT_Instruct,275,concise,0.20176062
SFT_Instruct,275,professional,0.17048697
SFT_Instruct,275,creative,0.0858098
SFT_Instruct,276,neutral,0.07698441
SFT_Instruct,276,conservative,0.043168504
SFT_Instruct,276,liberal,0.045853104
SFT_Instruct,276,regulatory_aware,0.074140795
SFT_Instruct,276,empathetic,0.052467715
SFT_Instruct,276,safety_first,0.13978337
SFT_Instruct,276,educational,0.12753694
SFT_Instruct,276,concise,0.029994166
SFT_Instruct,276,professional,0.02954421
SFT_Instruct,276,creative,0.040805146
SFT_Instruct,277,neutral,0.03702197
SFT_Instruct,277,conservative,0.028102022
SFT_Instruct,277,liberal,0.03190882
SFT_Instruct,277,regulatory_aware,0.17093883
SFT_Instruct,277,empathetic,0.03551704
SFT_Instruct,277,safety_first,0.021244818
SFT_Instruct,277,educational,0.02477256
SFT_Instruct,277,concise,0.047287054
SFT_Instruct,277,professional,0.029335344
SFT_Instruct,277,creative,0.036786586
SFT_Instruct,278,neutral,0.08990638
SFT_Instruct,278,conservative,0.15377639
SFT_Instruct,278,liberal,0.07062889
SFT_Instruct,278,regulatory_aware,0.076145455
SFT_Instruct,278,empathetic,0.31885526
SFT_Instruct,278,safety_first,0.124623194
SFT_Instruct,278,educational,0.058680292
SFT_Instruct,278,concise,0.10824099
SFT_Instruct,278,professional,0.15581718
SFT_Instruct,278,creative,0.116061985
SFT_Instruct,279,neutral,0.29788652
SFT_Instruct,279,conservative,0.122694135
SFT_Instruct,279,liberal,0.09353579
SFT_Instruct,279,regulatory_aware,0.33926144
SFT_Instruct,279,empathetic,0.35595405
SFT_Instruct,279,safety_first,0.1442001
SFT_Instruct,279,educational,0.2333374
SFT_Instruct,279,concise,0.2521069
SFT_Instruct,279,professional,0.26176584
SFT_Instruct,279,creative,0.19310968
SFT_Instruct,280,neutral,0.06732402
SFT_Instruct,280,conservative,0.07320025
SFT_Instruct,280,liberal,0.064485736
SFT_Instruct,280,regulatory_aware,0.10213171
SFT_Instruct,280,empathetic,0.18561491
SFT_Instruct,280,safety_first,0.07702829
SFT_Instruct,280,educational,0.06352007
SFT_Instruct,280,concise,0.056587722
SFT_Instruct,280,professional,0.15564772
SFT_Instruct,280,creative,0.0716375
SFT_Instruct,281,neutral,0.052923523
SFT_Instruct,281,conservative,0.06640253
SFT_Instruct,281,liberal,0.055477727
SFT_Instruct,281,regulatory_aware,0.12300619
SFT_Instruct,281,empathetic,0.08435802
SFT_Instruct,281,safety_first,0.056987125
SFT_Instruct,281,educational,0.116025835
SFT_Instruct,281,concise,0.053421143
SFT_Instruct,281,professional,0.083570346
SFT_Instruct,281,creative,0.2945823
SFT_Instruct,282,neutral,0.1516343
SFT_Instruct,282,conservative,0.11767537
SFT_Instruct,282,liberal,0.12046144
SFT_Instruct,282,regulatory_aware,0.10582514
SFT_Instruct,282,empathetic,0.11366241
SFT_Instruct,282,safety_first,0.10411285
SFT_Instruct,282,educational,0.10084485
SFT_Instruct,282,concise,0.16738638
SFT_Instruct,282,professional,0.10949843
SFT_Instruct,282,creative,0.10456285
SFT_Instruct,283,neutral,0.20829746
SFT_Instruct,283,conservative,0.312262
SFT_Instruct,283,liberal,0.16944073
SFT_Instruct,283,regulatory_aware,0.32894072
SFT_Instruct,283,empathetic,0.3011411
SFT_Instruct,283,safety_first,0.1913427
SFT_Instruct,283,educational,0.18830213
SFT_Instruct,283,concise,0.19468285
SFT_Instruct,283,professional,0.3121641
SFT_Instruct,283,creative,0.20590764
SFT_Instruct,284,neutral,0.085560165
SFT_Instruct,284,conservative,0.10428755
SFT_Instruct,284,liberal,0.12071137
SFT_Instruct,284,regulatory_aware,0.115090296
SFT_Instruct,284,empathetic,0.24429993
SFT_Instruct,284,safety_first,0.09677611
SFT_Instruct,284,educational,0.096354954
SFT_Instruct,284,concise,0.043733057
SFT_Instruct,284,professional,0.08988067
SFT_Instruct,284,creative,0.072425894
SFT_Instruct,285,neutral,0.13972357
SFT_Instruct,285,conservative,0.06532123
SFT_Instruct,285,liberal,0.05200443
SFT_Instruct,285,regulatory_aware,0.043844122
SFT_Instruct,285,empathetic,0.043624096
SFT_Instruct,285,safety_first,0.078050025
SFT_Instruct,285,educational,0.04525045
SFT_Instruct,285,concise,0.0760914
SFT_Instruct,285,professional,0.11223905
SFT_Instruct,285,creative,0.069200546
SFT_Instruct,286,neutral,0.07012338
SFT_Instruct,286,conservative,0.053616323
SFT_Instruct,286,liberal,0.107984304
SFT_Instruct,286,regulatory_aware,0.10254465
SFT_Instruct,286,empathetic,0.052536003
SFT_Instruct,286,safety_first,0.34166405
SFT_Instruct,286,educational,0.0570631
SFT_Instruct,286,concise,0.043522466
SFT_Instruct,286,professional,0.10454027
SFT_Instruct,286,creative,0.06506146
SFT_Instruct,287,neutral,0.033192936
SFT_Instruct,287,conservative,0.26011872
SFT_Instruct,287,liberal,0.041902695
SFT_Instruct,287,regulatory_aware,0.29000476
SFT_Instruct,287,empathetic,0.06332934
SFT_Instruct,287,safety_first,0.10348158
SFT_Instruct,287,educational,0.055858754
SFT_Instruct,287,concise,0.058614533
SFT_Instruct,287,professional,0.030821826
SFT_Instruct,287,creative,0.088971175
SFT_Instruct,288,neutral,0.0725785
SFT_Instruct,288,conservative,0.11314619
SFT_Instruct,288,liberal,0.026634244
SFT_Instruct,288,regulatory_aware,0.034452517
SFT_Instruct,288,empathetic,0.058481045
SFT_Instruct,288,safety_first,0.027360799
SFT_Instruct,288,educational,0.100844376
SFT_Instruct,288,concise,0.032268193
SFT_Instruct,288,professional,0.0255455
SFT_Instruct,288,creative,0.05028772
SFT_Instruct,289,neutral,0.2951415
SFT_Instruct,289,conservative,0.15207422
SFT_Instruct,289,liberal,0.2525371
SFT_Instruct,289,regulatory_aware,0.17676511
SFT_Instruct,289,empathetic,0.14783114
SFT_Instruct,289,safety_first,0.16247232
SFT_Instruct,289,educational,0.2219645
SFT_Instruct,289,concise,0.4145415
SFT_Instruct,289,professional,0.23105927
SFT_Instruct,289,creative,0.12221781
SFT_Instruct,290,neutral,0.18393743
SFT_Instruct,290,conservative,0.12384623
SFT_Instruct,290,liberal,0.17762466
SFT_Instruct,290,regulatory_aware,0.20050156
SFT_Instruct,290,empathetic,0.17062625
SFT_Instruct,290,safety_first,0.37280524
SFT_Instruct,290,educational,0.268854
SFT_Instruct,290,concise,0.18031
SFT_Instruct,290,professional,0.14836276
SFT_Instruct,290,creative,0.42754403
