method,prompt_id,instruction_type,fidelity
SFT_NoInstruct,127,safety_first,0.5200541
SFT_NoInstruct,127,educational,0.45393115
SFT_NoInstruct,127,concise,0.48035178
SFT_NoInstruct,127,professional,0.46084246
SFT_NoInstruct,127,creative,0.47681877
SFT_NoInstruct,128,neutral,0.5584614
SFT_NoInstruct,128,conservative,0.58833444
SFT_NoInstruct,128,liberal,0.53305715
SFT_NoInstruct,128,regulatory_aware,0.53567606
SFT_NoInstruct,128,empathetic,0.56042904
SFT_NoInstruct,128,safety_first,0.5853429
SFT_NoInstruct,128,educational,0.5975151
SFT_NoInstruct,128,concise,0.53535914
SFT_NoInstruct,128,professional,0.58404064
SFT_NoInstruct,128,creative,0.5657079
SFT_NoInstruct,129,neutral,0.6232997
SFT_NoInstruct,129,conservative,0.5962626
SFT_NoInstruct,129,liberal,0.4804818
SFT_NoInstruct,129,regulatory_aware,0.540904
SFT_NoInstruct,129,empathetic,0.54863447
SFT_NoInstruct,129,safety_first,0.6221053
SFT_NoInstruct,129,educational,0.5121344
SFT_NoInstruct,129,concise,0.5867959
SFT_NoInstruct,129,professional,0.59941584
SFT_NoInstruct,129,creative,0.5510001
SFT_NoInstruct,130,neutral,0.63567847
SFT_NoInstruct,130,conservative,0.5956292
SFT_NoInstruct,130,liberal,0.68985903
SFT_NoInstruct,130,regulatory_aware,0.5576538
SFT_NoInstruct,130,empathetic,0.6037374
SFT_NoInstruct,130,safety_first,0.56794345
SFT_NoInstruct,130,educational,0.55840766
SFT_NoInstruct,130,concise,0.5607063
SFT_NoInstruct,130,professional,0.5503939
SFT_NoInstruct,130,creative,0.63564
SFT_NoInstruct,131,neutral,0.48187658
SFT_NoInstruct,131,conservative,0.57398146
SFT_NoInstruct,131,liberal,0.52203697
SFT_NoInstruct,131,regulatory_aware,0.54809546
SFT_NoInstruct,131,empathetic,0.49228638
SFT_NoInstruct,131,safety_first,0.59203064
SFT_NoInstruct,131,educational,0.50839704
SFT_NoInstruct,131,concise,0.48376763
SFT_NoInstruct,131,professional,0.50130165
SFT_NoInstruct,131,creative,0.5303576
SFT_NoInstruct,132,neutral,0.5045995
SFT_NoInstruct,132,conservative,0.5194156
SFT_NoInstruct,132,liberal,0.47028896
SFT_NoInstruct,132,regulatory_aware,0.60217524
SFT_NoInstruct,132,empathetic,0.4538146
SFT_NoInstruct,132,safety_first,0.52645344
SFT_NoInstruct,132,educational,0.46436772
SFT_NoInstruct,132,concise,0.5388062
SFT_NoInstruct,132,professional,0.5596936
SFT_NoInstruct,132,creative,0.4405498
SFT_NoInstruct,133,neutral,0.4988517
SFT_NoInstruct,133,conservative,0.56155723
SFT_NoInstruct,133,liberal,0.5372552
SFT_NoInstruct,133,regulatory_aware,0.47097152
SFT_NoInstruct,133,empathetic,0.5277905
SFT_NoInstruct,133,safety_first,0.46651798
SFT_NoInstruct,133,educational,0.6307418
SFT_NoInstruct,133,concise,0.499855
SFT_NoInstruct,133,professional,0.49106067
SFT_NoInstruct,133,creative,0.4914803
SFT_NoInstruct,134,neutral,0.48599908
SFT_NoInstruct,134,conservative,0.4610152
SFT_NoInstruct,134,liberal,0.48972252
SFT_NoInstruct,134,regulatory_aware,0.48795918
SFT_NoInstruct,134,empathetic,0.52666944
SFT_NoInstruct,134,safety_first,0.49114424
SFT_NoInstruct,134,educational,0.58926046
SFT_NoInstruct,134,concise,0.5363047
SFT_NoInstruct,134,professional,0.49283925
SFT_NoInstruct,134,creative,0.47158736
SFT_NoInstruct,135,neutral,0.539488
SFT_NoInstruct,135,conservative,0.50616366
SFT_NoInstruct,135,liberal,0.59810036
SFT_NoInstruct,135,regulatory_aware,0.58456373
SFT_NoInstruct,135,empathetic,0.51221836
SFT_NoInstruct,135,safety_first,0.5963679
SFT_NoInstruct,135,educational,0.54329336
SFT_NoInstruct,135,concise,0.55041945
SFT_NoInstruct,135,professional,0.51483345
SFT_NoInstruct,135,creative,0.49668595
SFT_NoInstruct,136,neutral,0.6366462
SFT_NoInstruct,136,conservative,0.5910661
SFT_NoInstruct,136,liberal,0.55064446
SFT_NoInstruct,136,regulatory_aware,0.6076689
SFT_NoInstruct,136,empathetic,0.5066349
SFT_NoInstruct,136,safety_first,0.6363596
SFT_NoInstruct,136,educational,0.51337075
SFT_NoInstruct,136,concise,0.5559792
SFT_NoInstruct,136,professional,0.55968934
SFT_NoInstruct,136,creative,0.50591946
SFT_NoInstruct,137,neutral,0.5334755
SFT_NoInstruct,137,conservative,0.48699966
SFT_NoInstruct,137,liberal,0.55726856
SFT_NoInstruct,137,regulatory_aware,0.5192759
SFT_NoInstruct,137,empathetic,0.5920296
SFT_NoInstruct,137,safety_first,0.5292559
SFT_NoInstruct,137,educational,0.55527276
SFT_NoInstruct,137,concise,0.5315454
SFT_NoInstruct,137,professional,0.54154223
SFT_NoInstruct,137,creative,0.4701305
SFT_NoInstruct,138,neutral,0.5460563
SFT_NoInstruct,138,conservative,0.5437524
SFT_NoInstruct,138,liberal,0.54471326
SFT_NoInstruct,138,regulatory_aware,0.6877049
SFT_NoInstruct,138,empathetic,0.5007536
SFT_NoInstruct,138,safety_first,0.58635193
SFT_NoInstruct,138,educational,0.48267794
SFT_NoInstruct,138,concise,0.5206444
SFT_NoInstruct,138,professional,0.52726966
SFT_NoInstruct,138,creative,0.49689403
SFT_NoInstruct,139,neutral,0.57666504
SFT_NoInstruct,139,conservative,0.60833836
SFT_NoInstruct,139,liberal,0.57969743
SFT_NoInstruct,139,regulatory_aware,0.550993
SFT_NoInstruct,139,empathetic,0.56165445
SFT_NoInstruct,139,safety_first,0.5692454
SFT_NoInstruct,139,educational,0.4918893
SFT_NoInstruct,139,concise,0.4851772
SFT_NoInstruct,139,professional,0.49516293
SFT_NoInstruct,139,creative,0.49284565
SFT_NoInstruct,140,neutral,0.49189675
SFT_NoInstruct,140,conservative,0.57786775
SFT_NoInstruct,140,liberal,0.5281546
SFT_NoInstruct,140,regulatory_aware,0.49314806
SFT_NoInstruct,140,empathetic,0.52830493
SFT_NoInstruct,140,safety_first,0.64906013
SFT_NoInstruct,140,educational,0.5383778
SFT_NoInstruct,140,concise,0.53553426
SFT_NoInstruct,140,professional,0.5574214
SFT_NoInstruct,140,creative,0.520502
SFT_NoInstruct,141,neutral,0.56553066
SFT_NoInstruct,141,conservative,0.5575986
SFT_NoInstruct,141,liberal,0.55593956
SFT_NoInstruct,141,regulatory_aware,0.5788655
SFT_NoInstruct,141,empathetic,0.49802178
SFT_NoInstruct,141,safety_first,0.4850653
SFT_NoInstruct,141,educational,0.6248456
SFT_NoInstruct,141,concise,0.5225895
SFT_NoInstruct,141,professional,0.53913677
SFT_NoInstruct,141,creative,0.50466096
SFT_NoInstruct,142,neutral,0.5827503
SFT_NoInstruct,142,conservative,0.66251016
SFT_NoInstruct,142,liberal,0.53543365
SFT_NoInstruct,142,regulatory_aware,0.5334651
SFT_NoInstruct,142,empathetic,0.44460177
SFT_NoInstruct,142,safety_first,0.7448075
SFT_NoInstruct,142,educational,0.5250036
SFT_NoInstruct,142,concise,0.60999393
SFT_NoInstruct,142,professional,0.4857345
SFT_NoInstruct,142,creative,0.50099045
SFT_NoInstruct,143,neutral,0.6092155
SFT_NoInstruct,143,conservative,0.6078909
SFT_NoInstruct,143,liberal,0.53608704
SFT_NoInstruct,143,regulatory_aware,0.58132404
SFT_NoInstruct,143,empathetic,0.54695404
SFT_NoInstruct,143,safety_first,0.5722258
SFT_NoInstruct,143,educational,0.5124959
SFT_NoInstruct,143,concise,0.57095826
SFT_NoInstruct,143,professional,0.60443145
SFT_NoInstruct,143,creative,0.5367652
SFT_NoInstruct,144,neutral,0.49323964
SFT_NoInstruct,144,conservative,0.57011414
SFT_NoInstruct,144,liberal,0.49702328
SFT_NoInstruct,144,regulatory_aware,0.6295626
SFT_NoInstruct,144,empathetic,0.48668995
SFT_NoInstruct,144,safety_first,0.60064155
SFT_NoInstruct,144,educational,0.45609772
SFT_NoInstruct,144,concise,0.49421358
SFT_NoInstruct,144,professional,0.505712
SFT_NoInstruct,144,creative,0.49346253
SFT_NoInstruct,145,neutral,0.55262256
SFT_NoInstruct,145,conservative,0.57191145
SFT_NoInstruct,145,liberal,0.62322307
SFT_NoInstruct,145,regulatory_aware,0.6020848
SFT_NoInstruct,145,empathetic,0.54453194
SFT_NoInstruct,145,safety_first,0.60888976
SFT_NoInstruct,145,educational,0.548378
SFT_NoInstruct,145,concise,0.52620566
SFT_NoInstruct,145,professional,0.5156926
SFT_NoInstruct,145,creative,0.5387043
SFT_NoInstruct,146,neutral,0.56236076
SFT_NoInstruct,146,conservative,0.58260906
SFT_NoInstruct,146,liberal,0.60599756
SFT_NoInstruct,146,regulatory_aware,0.5879977
SFT_NoInstruct,146,empathetic,0.6244556
SFT_NoInstruct,146,safety_first,0.61486894
SFT_NoInstruct,146,educational,0.49247202
SFT_NoInstruct,146,concise,0.5935248
SFT_NoInstruct,146,professional,0.6331256
SFT_NoInstruct,146,creative,0.5148777
SFT_NoInstruct,147,neutral,0.57364285
SFT_NoInstruct,147,conservative,0.6180628
SFT_NoInstruct,147,liberal,0.59426403
SFT_NoInstruct,147,regulatory_aware,0.5010544
SFT_NoInstruct,147,empathetic,0.54126614
SFT_NoInstruct,147,safety_first,0.5050341
SFT_NoInstruct,147,educational,0.48340896
SFT_NoInstruct,147,concise,0.5609553
SFT_NoInstruct,147,professional,0.52881646
SFT_NoInstruct,147,creative,0.6483125
SFT_NoInstruct,148,neutral,0.591227
SFT_NoInstruct,148,conservative,0.53128755
SFT_NoInstruct,148,liberal,0.6266109
SFT_NoInstruct,148,regulatory_aware,0.64329433
SFT_NoInstruct,148,empathetic,0.5077144
SFT_NoInstruct,148,safety_first,0.6160615
SFT_NoInstruct,148,educational,0.48302403
SFT_NoInstruct,148,concise,0.5462584
SFT_NoInstruct,148,professional,0.55575645
SFT_NoInstruct,148,creative,0.48942456
SFT_NoInstruct,149,neutral,0.6254816
SFT_NoInstruct,149,conservative,0.63190824
SFT_NoInstruct,149,liberal,0.55404437
SFT_NoInstruct,149,regulatory_aware,0.6699953
SFT_NoInstruct,149,empathetic,0.5548395
SFT_NoInstruct,149,safety_first,0.64561325
SFT_NoInstruct,149,educational,0.5039673
SFT_NoInstruct,149,concise,0.5955602
SFT_NoInstruct,149,professional,0.57846135
SFT_NoInstruct,149,creative,0.576192
SFT_NoInstruct,150,neutral,0.5768549
SFT_NoInstruct,150,conservative,0.6018351
SFT_NoInstruct,150,liberal,0.4998597
SFT_NoInstruct,150,regulatory_aware,0.5733907
SFT_NoInstruct,150,empathetic,0.50142527
SFT_NoInstruct,150,safety_first,0.617474
SFT_NoInstruct,150,educational,0.502161
SFT_NoInstruct,150,concise,0.54216486
SFT_NoInstruct,150,professional,0.522788
SFT_NoInstruct,150,creative,0.47860226
SFT_NoInstruct,151,neutral,0.49970266
SFT_NoInstruct,151,conservative,0.5489442
SFT_NoInstruct,151,liberal,0.55115235
SFT_NoInstruct,151,regulatory_aware,0.5292271
SFT_NoInstruct,151,empathetic,0.61266035
SFT_NoInstruct,151,safety_first,0.5615844
SFT_NoInstruct,151,educational,0.62792635
SFT_NoInstruct,151,concise,0.594096
SFT_NoInstruct,151,professional,0.5027693
SFT_NoInstruct,151,creative,0.51250535
SFT_NoInstruct,152,neutral,0.52941996
SFT_NoInstruct,152,conservative,0.57963234
SFT_NoInstruct,152,liberal,0.59179157
SFT_NoInstruct,152,regulatory_aware,0.5974433
SFT_NoInstruct,152,empathetic,0.54415727
SFT_NoInstruct,152,safety_first,0.5513545
SFT_NoInstruct,152,educational,0.47882518
SFT_NoInstruct,152,concise,0.5677414
SFT_NoInstruct,152,professional,0.5339755
SFT_NoInstruct,152,creative,0.53261507
SFT_NoInstruct,153,neutral,0.5352225
SFT_NoInstruct,153,conservative,0.5422232
SFT_NoInstruct,153,liberal,0.5112141
SFT_NoInstruct,153,regulatory_aware,0.5840188
SFT_NoInstruct,153,empathetic,0.54403305
SFT_NoInstruct,153,safety_first,0.5934617
SFT_NoInstruct,153,educational,0.5607117
SFT_NoInstruct,153,concise,0.55829054
SFT_NoInstruct,153,professional,0.55310816
SFT_NoInstruct,153,creative,0.5382432
SFT_NoInstruct,154,neutral,0.5721118
SFT_NoInstruct,154,conservative,0.65694714
SFT_NoInstruct,154,liberal,0.49957225
SFT_NoInstruct,154,regulatory_aware,0.65227973
SFT_NoInstruct,154,empathetic,0.4757164
SFT_NoInstruct,154,safety_first,0.60116684
SFT_NoInstruct,154,educational,0.5172361
SFT_NoInstruct,154,concise,0.5454236
SFT_NoInstruct,154,professional,0.5598067
SFT_NoInstruct,154,creative,0.53850913
SFT_NoInstruct,155,neutral,0.56624466
SFT_NoInstruct,155,conservative,0.55302924
SFT_NoInstruct,155,liberal,0.6729301
SFT_NoInstruct,155,regulatory_aware,0.60573834
SFT_NoInstruct,155,empathetic,0.62975204
SFT_NoInstruct,155,safety_first,0.54578674
SFT_NoInstruct,155,educational,0.5626559
SFT_NoInstruct,155,concise,0.6618043
SFT_NoInstruct,155,professional,0.62012815
SFT_NoInstruct,155,creative,0.62409616
SFT_NoInstruct,156,neutral,0.5446773
SFT_NoInstruct,156,conservative,0.64210093
SFT_NoInstruct,156,liberal,0.5237618
SFT_NoInstruct,156,regulatory_aware,0.5920441
SFT_NoInstruct,156,empathetic,0.60419935
SFT_NoInstruct,156,safety_first,0.63958
SFT_NoInstruct,156,educational,0.5319959
SFT_NoInstruct,156,concise,0.5210632
SFT_NoInstruct,156,professional,0.5953089
SFT_NoInstruct,156,creative,0.52330667
SFT_NoInstruct,157,neutral,0.49038312
SFT_NoInstruct,157,conservative,0.5426177
SFT_NoInstruct,157,liberal,0.49131465
SFT_NoInstruct,157,regulatory_aware,0.51559913
SFT_NoInstruct,157,empathetic,0.52137184
SFT_NoInstruct,157,safety_first,0.601218
SFT_NoInstruct,157,educational,0.54102594
SFT_NoInstruct,157,concise,0.56634355
SFT_NoInstruct,157,professional,0.48617974
SFT_NoInstruct,157,creative,0.5504604
SFT_NoInstruct,158,neutral,0.5663873
SFT_NoInstruct,158,conservative,0.5864227
SFT_NoInstruct,158,liberal,0.50442094
SFT_NoInstruct,158,regulatory_aware,0.5703244
SFT_NoInstruct,158,empathetic,0.51430786
SFT_NoInstruct,158,safety_first,0.5662
SFT_NoInstruct,158,educational,0.5536562
SFT_NoInstruct,158,concise,0.54150385
SFT_NoInstruct,158,professional,0.5140704
SFT_NoInstruct,158,creative,0.50519216
SFT_NoInstruct,159,neutral,0.5087224
SFT_NoInstruct,159,conservative,0.5083302
SFT_NoInstruct,159,liberal,0.57129645
SFT_NoInstruct,159,regulatory_aware,0.5832916
SFT_NoInstruct,159,empathetic,0.48694324
SFT_NoInstruct,159,safety_first,0.528858
SFT_NoInstruct,159,educational,0.5262384
SFT_NoInstruct,159,concise,0.55958986
SFT_NoInstruct,159,professional,0.48661837
SFT_NoInstruct,159,creative,0.46827453
SFT_NoInstruct,160,neutral,0.53810644
SFT_NoInstruct,160,conservative,0.6096002
SFT_NoInstruct,160,liberal,0.5282939
SFT_NoInstruct,160,regulatory_aware,0.5970162
SFT_NoInstruct,160,empathetic,0.49801034
SFT_NoInstruct,160,safety_first,0.5836608
SFT_NoInstruct,160,educational,0.47157657
SFT_NoInstruct,160,concise,0.5024922
SFT_NoInstruct,160,professional,0.5197836
SFT_NoInstruct,160,creative,0.52926147
SFT_NoInstruct,161,neutral,0.5401404
SFT_NoInstruct,161,conservative,0.56755835
SFT_NoInstruct,161,liberal,0.62336886
SFT_NoInstruct,161,regulatory_aware,0.55046195
SFT_NoInstruct,161,empathetic,0.5490547
SFT_NoInstruct,161,safety_first,0.49298465
SFT_NoInstruct,161,educational,0.5477401
SFT_NoInstruct,161,concise,0.6389608
SFT_NoInstruct,161,professional,0.5528788
SFT_NoInstruct,161,creative,0.5371975
SFT_NoInstruct,162,neutral,0.60383546
SFT_NoInstruct,162,conservative,0.6071875
SFT_NoInstruct,162,liberal,0.5570899
SFT_NoInstruct,162,regulatory_aware,0.6509673
SFT_NoInstruct,162,empathetic,0.65097034
SFT_NoInstruct,162,safety_first,0.62921506
SFT_NoInstruct,162,educational,0.5373233
SFT_NoInstruct,162,concise,0.5397323
SFT_NoInstruct,162,professional,0.55007327
SFT_NoInstruct,162,creative,0.57168686
SFT_NoInstruct,163,neutral,0.63222426
SFT_NoInstruct,163,conservative,0.61601216
SFT_NoInstruct,163,liberal,0.5343245
SFT_NoInstruct,163,regulatory_aware,0.6247922
SFT_NoInstruct,163,empathetic,0.5469131
SFT_NoInstruct,163,safety_first,0.5980697
SFT_NoInstruct,163,educational,0.5041055
SFT_NoInstruct,163,concise,0.54294413
SFT_NoInstruct,163,professional,0.5486491
SFT_NoInstruct,163,creative,0.599564
SFT_NoInstruct,164,neutral,0.49664938
SFT_NoInstruct,164,conservative,0.49042752
SFT_NoInstruct,164,liberal,0.5602151
SFT_NoInstruct,164,regulatory_aware,0.50662386
SFT_NoInstruct,164,empathetic,0.5512583
SFT_NoInstruct,164,safety_first,0.47459012
SFT_NoInstruct,164,educational,0.5543315
SFT_NoInstruct,164,concise,0.5504741
SFT_NoInstruct,164,professional,0.50000715
SFT_NoInstruct,164,creative,0.53441834
SFT_NoInstruct,165,neutral,0.5576793
SFT_NoInstruct,165,conservative,0.68146026
SFT_NoInstruct,165,liberal,0.54945356
SFT_NoInstruct,165,regulatory_aware,0.5758817
SFT_NoInstruct,165,empathetic,0.5206595
SFT_NoInstruct,165,safety_first,0.6362696
SFT_NoInstruct,165,educational,0.4918897
SFT_NoInstruct,165,concise,0.5529195
SFT_NoInstruct,165,professional,0.5393961
SFT_NoInstruct,165,creative,0.51615965
SFT_NoInstruct,166,neutral,0.60104096
SFT_NoInstruct,166,conservative,0.605303
SFT_NoInstruct,166,liberal,0.63078845
SFT_NoInstruct,166,regulatory_aware,0.6847353
SFT_NoInstruct,166,empathetic,0.56859314
SFT_NoInstruct,166,safety_first,0.6744173
SFT_NoInstruct,166,educational,0.5673804
SFT_NoInstruct,166,concise,0.5562771
SFT_NoInstruct,166,professional,0.5991355
SFT_NoInstruct,166,creative,0.5133017
SFT_NoInstruct,167,neutral,0.4952918
SFT_NoInstruct,167,conservative,0.49120143
SFT_NoInstruct,167,liberal,0.4585465
SFT_NoInstruct,167,regulatory_aware,0.54880524
SFT_NoInstruct,167,empathetic,0.44871476
SFT_NoInstruct,167,safety_first,0.5867051
SFT_NoInstruct,167,educational,0.4738538
SFT_NoInstruct,167,concise,0.49895737
SFT_NoInstruct,167,professional,0.47311294
SFT_NoInstruct,167,creative,0.45914197
SFT_NoInstruct,168,neutral,0.5386605
SFT_NoInstruct,168,conservative,0.5180778
SFT_NoInstruct,168,liberal,0.5047039
SFT_NoInstruct,168,regulatory_aware,0.5550033
SFT_NoInstruct,168,empathetic,0.5105666
SFT_NoInstruct,168,safety_first,0.5635556
SFT_NoInstruct,168,educational,0.516917
SFT_NoInstruct,168,concise,0.5084332
SFT_NoInstruct,168,professional,0.50179636
SFT_NoInstruct,168,creative,0.47889954
SFT_NoInstruct,169,neutral,0.69654906
SFT_NoInstruct,169,conservative,0.6209798
SFT_NoInstruct,169,liberal,0.62036514
SFT_NoInstruct,169,regulatory_aware,0.6283363
SFT_NoInstruct,169,empathetic,0.62806976
SFT_NoInstruct,169,safety_first,0.6540072
SFT_NoInstruct,169,educational,0.6019095
SFT_NoInstruct,169,concise,0.5803456
SFT_NoInstruct,169,professional,0.55923605
SFT_NoInstruct,169,creative,0.60532016
SFT_NoInstruct,170,neutral,0.5166839
SFT_NoInstruct,170,conservative,0.594041
SFT_NoInstruct,170,liberal,0.5358338
SFT_NoInstruct,170,regulatory_aware,0.5443475
SFT_NoInstruct,170,empathetic,0.5251162
SFT_NoInstruct,170,safety_first,0.59992075
SFT_NoInstruct,170,educational,0.47259456
SFT_NoInstruct,170,concise,0.5249586
SFT_NoInstruct,170,professional,0.4544224
SFT_NoInstruct,170,creative,0.47672686
SFT_NoInstruct,171,neutral,0.5172092
SFT_NoInstruct,171,conservative,0.62213576
SFT_NoInstruct,171,liberal,0.5146488
SFT_NoInstruct,171,regulatory_aware,0.59447074
SFT_NoInstruct,171,empathetic,0.56056005
SFT_NoInstruct,171,safety_first,0.5876355
SFT_NoInstruct,171,educational,0.50813484
SFT_NoInstruct,171,concise,0.5382019
SFT_NoInstruct,171,professional,0.55211097
SFT_NoInstruct,171,creative,0.5089408
SFT_NoInstruct,172,neutral,0.5482095
SFT_NoInstruct,172,conservative,0.579691
SFT_NoInstruct,172,liberal,0.52462405
SFT_NoInstruct,172,regulatory_aware,0.6513634
SFT_NoInstruct,172,empathetic,0.58863884
SFT_NoInstruct,172,safety_first,0.68007576
SFT_NoInstruct,172,educational,0.52376956
SFT_NoInstruct,172,concise,0.6054579
SFT_NoInstruct,172,professional,0.56061494
SFT_NoInstruct,172,creative,0.5400746
SFT_NoInstruct,173,neutral,0.57853734
SFT_NoInstruct,173,conservative,0.59549016
SFT_NoInstruct,173,liberal,0.5465945
SFT_NoInstruct,173,regulatory_aware,0.6009308
SFT_NoInstruct,173,empathetic,0.5028659
SFT_NoInstruct,173,safety_first,0.58810586
SFT_NoInstruct,173,educational,0.5167665
SFT_NoInstruct,173,concise,0.5425395
SFT_NoInstruct,173,professional,0.49483594
SFT_NoInstruct,173,creative,0.57406056
SFT_NoInstruct,174,neutral,0.5093367
SFT_NoInstruct,174,conservative,0.5868723
SFT_NoInstruct,174,liberal,0.5773798
SFT_NoInstruct,174,regulatory_aware,0.55275536
SFT_NoInstruct,174,empathetic,0.580047
SFT_NoInstruct,174,safety_first,0.61170244
SFT_NoInstruct,174,educational,0.5496464
SFT_NoInstruct,174,concise,0.5536859
SFT_NoInstruct,174,professional,0.49940595
SFT_NoInstruct,174,creative,0.5244311
SFT_NoInstruct,175,neutral,0.55154514
SFT_NoInstruct,175,conservative,0.5197538
SFT_NoInstruct,175,liberal,0.5983833
SFT_NoInstruct,175,regulatory_aware,0.5525635
SFT_NoInstruct,175,empathetic,0.5308364
SFT_NoInstruct,175,safety_first,0.50095105
SFT_NoInstruct,175,educational,0.54569864
SFT_NoInstruct,175,concise,0.53115326
SFT_NoInstruct,175,professional,0.4794123
SFT_NoInstruct,175,creative,0.47591493
SFT_NoInstruct,176,neutral,0.5407612
SFT_NoInstruct,176,conservative,0.62231714
SFT_NoInstruct,176,liberal,0.6088172
SFT_NoInstruct,176,regulatory_aware,0.5805442
SFT_NoInstruct,176,empathetic,0.56934017
SFT_NoInstruct,176,safety_first,0.57346
SFT_NoInstruct,176,educational,0.59512645
SFT_NoInstruct,176,concise,0.569154
SFT_NoInstruct,176,professional,0.6157984
SFT_NoInstruct,176,creative,0.52395445
SFT_NoInstruct,177,neutral,0.56201345
SFT_NoInstruct,177,conservative,0.57068646
SFT_NoInstruct,177,liberal,0.67311394
SFT_NoInstruct,177,regulatory_aware,0.52797943
SFT_NoInstruct,177,empathetic,0.52606034
SFT_NoInstruct,177,safety_first,0.5190264
SFT_NoInstruct,177,educational,0.5457841
SFT_NoInstruct,177,concise,0.58396024
SFT_NoInstruct,177,professional,0.48802575
SFT_NoInstruct,177,creative,0.57825184
SFT_NoInstruct,178,neutral,0.45864254
SFT_NoInstruct,178,conservative,0.491462
SFT_NoInstruct,178,liberal,0.502046
SFT_NoInstruct,178,regulatory_aware,0.5381057
SFT_NoInstruct,178,empathetic,0.53102136
SFT_NoInstruct,178,safety_first,0.53910816
SFT_NoInstruct,178,educational,0.58434534
SFT_NoInstruct,178,concise,0.5205595
SFT_NoInstruct,178,professional,0.44055945
SFT_NoInstruct,178,creative,0.4794192
SFT_NoInstruct,179,neutral,0.5012798
SFT_NoInstruct,179,conservative,0.61488014
SFT_NoInstruct,179,liberal,0.553727
SFT_NoInstruct,179,regulatory_aware,0.5691178
SFT_NoInstruct,179,empathetic,0.4894749
SFT_NoInstruct,179,safety_first,0.5677377
SFT_NoInstruct,179,educational,0.4852046
SFT_NoInstruct,179,concise,0.52964616
SFT_NoInstruct,179,professional,0.49485362
SFT_NoInstruct,179,creative,0.55043447
SFT_NoInstruct,180,neutral,0.5772008
SFT_NoInstruct,180,conservative,0.54959387
SFT_NoInstruct,180,liberal,0.65696394
SFT_NoInstruct,180,regulatory_aware,0.55656207
SFT_NoInstruct,180,empathetic,0.57649446
SFT_NoInstruct,180,safety_first,0.53106624
SFT_NoInstruct,180,educational,0.5407313
SFT_NoInstruct,180,concise,0.6004541
SFT_NoInstruct,180,professional,0.5587427
SFT_NoInstruct,180,creative,0.5245427
SFT_NoInstruct,181,neutral,0.54320866
SFT_NoInstruct,181,conservative,0.5428234
SFT_NoInstruct,181,liberal,0.67480624
SFT_NoInstruct,181,regulatory_aware,0.59449273
SFT_NoInstruct,181,empathetic,0.48604095
SFT_NoInstruct,181,safety_first,0.54495615
SFT_NoInstruct,181,educational,0.51746935
SFT_NoInstruct,181,concise,0.5793809
SFT_NoInstruct,181,professional,0.527259
SFT_NoInstruct,181,creative,0.49323642
SFT_NoInstruct,182,neutral,0.55717534
SFT_NoInstruct,182,conservative,0.5841611
SFT_NoInstruct,182,liberal,0.6223263
SFT_NoInstruct,182,regulatory_aware,0.6059845
SFT_NoInstruct,182,empathetic,0.5498573
SFT_NoInstruct,182,safety_first,0.62145555
SFT_NoInstruct,182,educational,0.49426568
SFT_NoInstruct,182,concise,0.52991086
SFT_NoInstruct,182,professional,0.49184874
SFT_NoInstruct,182,creative,0.518246
SFT_NoInstruct,183,neutral,0.6522271
SFT_NoInstruct,183,conservative,0.5599584
SFT_NoInstruct,183,liberal,0.60560465
SFT_NoInstruct,183,regulatory_aware,0.5446117
SFT_NoInstruct,183,empathetic,0.5907811
SFT_NoInstruct,183,safety_first,0.5424385
SFT_NoInstruct,183,educational,0.54908013
SFT_NoInstruct,183,concise,0.56882817
SFT_NoInstruct,183,professional,0.5830226
SFT_NoInstruct,183,creative,0.62155473
SFT_NoInstruct,184,neutral,0.52658755
SFT_NoInstruct,184,conservative,0.4831642
SFT_NoInstruct,184,liberal,0.6550834
SFT_NoInstruct,184,regulatory_aware,0.5935996
SFT_NoInstruct,184,empathetic,0.49729776
SFT_NoInstruct,184,safety_first,0.5634933
SFT_NoInstruct,184,educational,0.5215891
SFT_NoInstruct,184,concise,0.51317847
SFT_NoInstruct,184,professional,0.5604592
SFT_NoInstruct,184,creative,0.5114781
SFT_NoInstruct,185,neutral,0.57940006
SFT_NoInstruct,185,conservative,0.57249856
SFT_NoInstruct,185,liberal,0.5753172
SFT_NoInstruct,185,regulatory_aware,0.68274367
SFT_NoInstruct,185,empathetic,0.53766906
SFT_NoInstruct,185,safety_first,0.63718534
SFT_NoInstruct,185,educational,0.5142461
SFT_NoInstruct,185,concise,0.52017
SFT_NoInstruct,185,professional,0.5852351
SFT_NoInstruct,185,creative,0.47894764
SFT_NoInstruct,186,neutral,0.54832065
SFT_NoInstruct,186,conservative,0.57918453
SFT_NoInstruct,186,liberal,0.6439167
SFT_NoInstruct,186,regulatory_aware,0.59838027
SFT_NoInstruct,186,empathetic,0.5262937
SFT_NoInstruct,186,safety_first,0.5206824
SFT_NoInstruct,186,educational,0.5081658
SFT_NoInstruct,186,concise,0.5529711
SFT_NoInstruct,186,professional,0.53323615
SFT_NoInstruct,186,creative,0.6237196
SFT_NoInstruct,187,neutral,0.53488576
SFT_NoInstruct,187,conservative,0.6565705
SFT_NoInstruct,187,liberal,0.54744714
SFT_NoInstruct,187,regulatory_aware,0.6061463
SFT_NoInstruct,187,empathetic,0.57240546
SFT_NoInstruct,187,safety_first,0.6575503
SFT_NoInstruct,187,educational,0.57313424
SFT_NoInstruct,187,concise,0.5398405
SFT_NoInstruct,187,professional,0.5582263
